,State,Job,Companies,Location,Summary,Salary,Links,Post_Date,og_salary_period
124, karnataka,lead sdet   analytics,ciel hr,bengaluru  karnataka,sound knowledge on complete etl end to end implementation includes validating data mapping  selection criteria  aggregations  sorting  lookups  transformations …,,/rc/clk?jk=e3757ad06fd3b2c9&fccid=97c7ac19bcd5f536&vjs=3,08-25-2022,
125, karnataka,applied scientist i  ads moderation automation and relevance   ,adci   karnataka,bengaluru  karnataka,a deep understanding of algorithms  ml  and some exposure to big data systems  you will collaborate with engineers and other scientists to build  train and…,,/rc/clk?jk=823e42517a501b7c&fccid=fe2d21eef233e94a&vjs=3,08-25-2022,
126, karnataka,data scientist   support,tookitaki holding pte ltd,remote in bengaluru  karnataka,the data science team is responsible for solving business problems with complex data  big data experience  e g  familiarity with spark  hadoop  is highly…,,/rc/clk?jk=37e7df13f259b1a5&fccid=baa5a085a6dc8988&vjs=3,08-25-2022,
128, karnataka,data scientist,wn infotech,bengaluru  karnataka,analyze data for trends and patterns  and interpret data with a clear objective in mind  devise and utilize algorithms and models to mine big data stores …,,/company/WN-Infotech/jobs/Data-Scientist-39897e6a0bcf39c7?fccid=d388aa1dcfc59afa&vjs=3,08-28-2022,
131, maharashtra,machine learning intern,maxgenkharadi,kharadi  pune  maharashtra,interns can join immediately for this program  interns can join us for long time or short time program  interns will get advance skills on java  ,,/company/MaxgenKharadi/jobs/Machine-Learning-Intern-bf26ff8c92cbe6cf?fccid=a8aa7a3f02a279a8&vjs=3,08-25-2022,
132, maharashtra,big data developer mumbai bangalore,nielsen,mumbai  maharashtra,familiarity with data science algorithm using python  the responsibilities of this position includes working closely with the scrum team to build and enhance…,,/rc/clk?jk=e2871f9ba00a4a3c&fccid=683f563b5cc25b70&vjs=3,08-25-2022,
133, tamil nadu,manager   data analytics,sutherland,chennai  tamil nadu,developing complex data analysis  methodologies  and predictive data models for assessing outcomes  create and maintain rich interactive visualizations through…,,/rc/clk?jk=9a884ee47014ff40&fccid=68d50bffa07f3fd5&vjs=3,08-25-2022,
136, karnataka,ciel sel 28416: lead sdet   analytics,ciel hr services,bengaluru  karnataka,sound knowledge on complete etl end to end implementation includes validating data mapping  selection criteria  aggregations  sorting  lookups  transformations …,,/rc/clk?jk=1f1b544f74f8c000&fccid=2b1e42f645eeaf1e&vjs=3,08-25-2022,
137, karnataka,data science,itc infotech india ltd,bengaluru  karnataka,he she should be able to mentor junior or associate data scientists interns  must have hands on experience with data management and quantitative modeling ,,/rc/clk?jk=8587dcc861ecf039&fccid=47cca1a92b73a5b2&vjs=3,08-24-2022,
138, karnataka,data scientist,version 1,bengaluru  karnataka,the role will require a data scientist with excellent communication skills  that is willing to continuously learn and listen  a couple of years of using python ,,/rc/clk?jk=6b955c3b64c55187&fccid=8ad0ba7074a5e6ea&vjs=3,08-24-2022,
139, haryana,data scientist  associate,natwest group,gurgaon  haryana,identifying and working with data sets from across the bank’s data estate to solve difficult  non routine analysis problems  the skills you'll need ,,/rc/clk?jk=e1be829f91dcdcb8&fccid=4a3a2b1eb3ec0691&vjs=3,08-24-2022,
140, telangana,data   applied scientist,microsoft,hyderabad  telangana,developing novel machine learning and data mining algorithms   build data quality checks and re usable modules for the training  ,,/rc/clk?jk=11bc9cb101905d2d&fccid=734cb5a01ee60f80&vjs=3,08-24-2022,
141, tamil nadu,machine learning   kochi   kolkata,cognizant,chennai  tamil nadu,working with tools and scripts for sufficiently pre processing the data   feature engineering for model development   python   r   sql   cloud data pipelines ,,/rc/clk?jk=7ba5019db1734062&fccid=2df6a1e69a70a1e7&vjs=3,08-24-2022,
142, karnataka,lead data science,standard chartered,bengaluru  karnataka,integration of apis  multiple data sources and databases into one system  cool is the “app store of business services” providing unified experience of workflow …,,/rc/clk?jk=afb28ba2e436606f&fccid=5249cd8e17163cb5&vjs=3,08-24-2022,
143, tamil nadu,lead   data analytics,fidelity investments,chennai  tamil nadu,as a part of the analytics team  a data modeling and analytics expert will support the fidelity fund and investment operations  ffio  capacity planning and…,,/rc/clk?jk=2b5083fba6379013&fccid=deb234f9dd3edcea&vjs=3,08-24-2022,
144, karnataka,converge consumer product place data scientist,deloitte,bengaluru  karnataka,knowledge of and experience working with data architectures  data models  and data security and data governance ,,/rc/clk?jk=2e34893d795810d1&fccid=9e215d88a6b33622&vjs=3,08-24-2022,
145, haryana,senior analyst data science,amex,gurgaon  haryana,keen on exploration and analysis of data from various data sources  translate the same to excellent visual case studies ,,/rc/clk?jk=72d7f04e1bc8d656&fccid=f057e04c37cca134&vjs=3,08-24-2022,
146, karnataka,principal   data scientist,fidelity investments,bengaluru  karnataka,this will involve working on multiple ai projects supporting capabilities like model development  data ingestion  data ingestion  data analysis   data…,,/rc/clk?jk=608e8737a5f2cdb5&fccid=deb234f9dd3edcea&vjs=3,08-24-2022,
147, karnataka,junior data scientist   nlp   ml,vega intellisoft,bengaluru  karnataka,working experience in creating tf idf  word2vec or bert models with custom data with optimized nlp pipelines  working experience in creating tf idf  word2vec or…,,/rc/clk?jk=d05a3185f42964ea&fccid=c52e3ab6ec07c100&vjs=3,08-24-2022,
148, telangana,ai data science engineer i,medtronic,nanakramguda  hyderabad  telangana,summarizes and interprets data into tabular and graphical formats amenable to principles of statistical inference and is responsible for the statistical…,,/rc/clk?jk=5790e9fba91a3536&fccid=f06a4d05bf5510ec&vjs=3,08-24-2022,
149, maharashtra,data science,vodafone,pune  maharashtra,provides deep technical analytical and data expertise to the business and other data scientists  using a wide variety of available data  to solve complex…,,/rc/clk?jk=3dc9bf9436224afa&fccid=374d720d3973ca1c&vjs=3,08-24-2022,
151, haryana,machine learning engineer ii,expedia group,gurgaon  haryana,will work in a cross functional team of machine learning engineers and data scientists to design and code large scale batch and real time data pipelines on the…,,/rc/clk?jk=b27623dba561d954&fccid=160efb82f2462f14&vjs=3,08-24-2022,
152, haryana,specialist  data science engineer,sun life,gurgaon  haryana,experience building tools for data scientists and developers  experience in building data pipeline using on cloud using cloud technologies  s3  sqs  sns …,,/rc/clk?jk=5a278477e3f2efd5&fccid=618943d89d0005a6&vjs=3,08-24-2022,
153, karnataka,data scientist   senior data scientist,fidelity investments,bengaluru  karnataka,lead and guide data science and data engineering elements of ai projects  candidate should be experienced in handling various data types and structures:…,,/rc/clk?jk=6ca832daac208e38&fccid=deb234f9dd3edcea&vjs=3,08-24-2022,
154, telangana,associate big data engineer,metlife,hyderabad  telangana,technologies and frameworks to process data  create data pipelines and collaborate with the data science  good sql knowledge and data analysis skills for data…,,/rc/clk?jk=ed0b88eee5640d9c&fccid=503cbddf55bc6990&vjs=3,08-24-2022,
155, delhi,senior data scientist  ai coe,boston consulting group,new delhi  delhi,text mining and unstructured data analytics  guide junior data scientists in coe or in other tribes where required on day to day execution and data science best…,,/rc/clk?jk=aa12531976b1cffa&fccid=b95f9eb47968fa13&vjs=3,08-24-2022,
156, uttar pradesh,data analytics product management   manager   telco,paytm,noida  uttar pradesh,strong experience in python  sql and data visualization  analyze market data to develop sales strategies  and define product objectives for effective marketing…,,/rc/clk?jk=20c123fd47bf6a63&fccid=4e917d9a3b14765d&vjs=3,08-24-2022,
157, karnataka,ccb risk   machine learning modeling   associate,jpmorgan chase bank  n a ,bengaluru  karnataka,evaluate the effectiveness and accuracy of new data sources and data gathering techniques  strong ability to understand and interpret data ,,/rc/clk?jk=47f6c659573e1df2&fccid=aaf3b433897ea465&vjs=3,08-24-2022,
158, tamil nadu,machine learning engineer,cogniveai innovations,chennai  tamil nadu,experience with object detection  object classification  gesture recognition or human pose estimation and training deep neural networks using synthetic and…,,/rc/clk?jk=40ab190046222bd3&fccid=dd616958bd9ddc12&vjs=3,08-24-2022,
159, karnataka,lead   software engineering   data science,fidelity investments,bengaluru  karnataka,this role demonstrates an intermediate level of data science knowledge with some experience with data science techniques  systems and processes ,,/rc/clk?jk=c66c4aef70c933a9&fccid=deb234f9dd3edcea&vjs=3,08-24-2022,
160, karnataka,machine learning engineer,diageo,bengaluru  karnataka,experience working with large amounts of data in a high throughput environment  bachelor’s degree  b s   in computer science  mathematics  statistics  economics…,,/rc/clk?jk=8902953a5eb312bf&fccid=942d238ea16c5cd0&vjs=3,08-24-2022,
161,india,deputy manager analytics,bajaj allianz general insurance company,india,provide data support to nhod for budgeting   share holder reviews  model development and data science support to support additional business opportunities ,,/rc/clk?jk=9fe45e4a56a7c7e6&fccid=8d879c4d3e3cadca&vjs=3,08-24-2022,
162, karnataka,isc analytics specialist ii,honeywell,bengaluru  karnataka,the skills mix of this team is a blend of an exhaustive knowledge of supply chain concepts  data analysis  data engineering  data science and diverse problem…,,/rc/clk?jk=ba88fdd6846156d8&fccid=50208b5bf45ee3b8&vjs=3,08-24-2022,
163, maharashtra,head of analytics,thinkbridge software,remote in pune  maharashtra,proficiency with data visualization tools and methodologies  collaborate closely with data engineering to implement proper data and analytic methodologies to…,,/rc/clk?jk=857a1b22d09a4dd4&fccid=6e46cb33b5a53fb0&vjs=3,08-24-2022,
164, telangana,machine learning engineer,corteva agriscience,hyderabad  telangana,create reliable and reproducible workflows and pipelines that deliver data products to our end users  corteva agriscience is seeking a machine learning engineer…,,/rc/clk?jk=13c87e3cbfa7bd8d&fccid=d2536e400fa1f147&vjs=3,08-24-2022,
165, karnataka,project manager   knowledge graphs nlp,siemens,bengaluru  karnataka,we are looking for an experienced project manager who can strategize and steer to a program to business success by building innovative solutions that cater to…,,/rc/clk?jk=c0a9ecf9180c56e7&fccid=ea6bb53f0b18b8f2&vjs=3,08-24-2022,
166, karnataka,sr  engineer   data science,ingersoll rand,bengaluru  karnataka,possess profound knowledge and good overview of data analytics techniques and experience with processing timeseries data ,,/rc/clk?jk=3d406e80e98c0c3b&fccid=2e3453ae2db0c66d&vjs=3,08-24-2022,
167, maharashtra,financial advisory international   data analytics   am   dat   ,deloitte,mumbai  maharashtra,experience in designing and executing a data collection plan from both structured   unstructured sources that helps on data exploration  hypothesis testing  …,,/rc/clk?jk=0d5289006a632daa&fccid=9e215d88a6b33622&vjs=3,08-24-2022,
168, maharashtra,analytics manager,larsen   toubro limited,powai  mumbai  maharashtra,data exploration  mathematical statistical modelling  data analysis and hypothesis testing  analyze   interpret data and communicate results to clients with aid…,,/rc/clk?jk=93cf2b0b8ae3bd61&fccid=4ed03476a1620afb&vjs=3,08-24-2022,
169, karnataka,converge consumer price promotion data scientist,deloitte,bengaluru  karnataka,knowledge of and experience working with data architectures  data models  and data security and data governance  learn more about life at deloitte ,,/rc/clk?jk=cb531b8a36f00d7c&fccid=9e215d88a6b33622&vjs=3,08-24-2022,
170, karnataka,senior systems software engineer  deep learning accelerator   ,oski technology,bengaluru  karnataka,nvidia is hiring senior system software engineers for its automotive machine learning and computer vision teams  what you'll be doing: what we need to see:,,/rc/clk?jk=9598083e6a128cc6&fccid=0fcbd08b8cf44e1b&vjs=3,08-24-2022,
171, karnataka,senior solutions architect   deep learning,oski technology,bengaluru  karnataka,we are looking for a deep learning solutions architect  a best in class data scientists and engineers able to engage with developers  researchers  and start ups…,,/rc/clk?jk=c682ae814cd22f1f&fccid=0fcbd08b8cf44e1b&vjs=3,08-24-2022,
